permission_name,application_id,delegated_id,application_text,delegated_text,application_description,delegated_description,application_AdminConsentRequired,delegated_AdminConsentRequired,metadata_is_critical
User-ConvertToInternal.ReadWrite.All,9d952b72-f741-4b40-9185-8c53076c2339,550e695c-7511-40f4-ac79-e8fb9c82552d,Convert an external user to internal member user,Convert an external user to internal memeber user,"Allow the app to convert an external user to an internal member user, without a signed-in user.","Allow the app to convert an external user to an internal member user, on behalf of signed-in user.",Yes,Yes,no
User-LifeCycleInfo.Read.All,8556a004-db57-4d7a-8b82-97a13428e96f,ed8d2a04-0374-41f1-aefe-da8ac87ccc87,Read all users' lifecycle information,Read all users' lifecycle information,"Allows the app to read the lifecycle information like employeeLeaveDateTime of users in your organization, without a signed-in user.","Allows the app to read the lifecycle information like employeeLeaveDateTime of users in your organization, on behalf of the signed-in user.",Yes,Yes,no
User-LifeCycleInfo.ReadWrite.All,925f1248-0f97-47b9-8ec8-538c54e01325,7ee7473e-bd4b-4c9f-987c-bd58481f5fa2,Read and write all users' lifecycle information,Read and write all users' lifecycle information,"Allows the app to read and write the lifecycle information like employeeLeaveDateTime of users in your organization, without a signed-in user.","Allows the app to read and write the lifecycle information like employeeLeaveDateTime of users in your organization, on behalf of the signed-in user.",Yes,Yes,no
User.EnableDisableAccount.All,3011c876-62b7-4ada-afa2-506cbbecc68c,f92e74e7-2563-467f-9dd0-902688cb5863,Enable and disable user accounts,Enable and disable user accounts,"Allows the app to enable and disable users' accounts, without a signed-in user.","Allows the app to enable and disable users' accounts, on behalf of the signed-in user.",Yes,Yes,no
User.Export.All,405a51b5-8d8d-430b-9842-8be4b0e9f324,405a51b5-8d8d-430b-9842-8be4b0e9f324,Export user's data,Export user's data,"Allows the app to export data (e.g. customer content or system-generated logs), associated with any user in your company, when the app is used by a privileged user (e.g. a Company Administrator).","Allows the app to export data (e.g. customer content or system-generated logs), associated with any user in your company, when the app is used by a privileged user (e.g. a Company Administrator).",Yes,Yes,no
User.Invite.All,09850681-111b-4a89-9bed-3f2cae46d706,63dd7cd9-b489-4adf-a28c-ac38b9a0f962,Invite guest users to the organization,Invite guest users to the organization,"Allows the app to invite guest users to the organization, without a signed-in user.","Allows the app to invite guest users to the organization, on behalf of the signed-in user.",Yes,Yes,no
User.ManageIdentities.All,c529cfca-c91b-489c-af2b-d92990b66ce6,637d7bec-b31e-4deb-acc9-24275642a2c9,Manage all users' identities,Manage  user identities,"Allows the app to read, update and delete identities that are associated with a user's account, without a signed in user. This controls the identities users can sign-in with.","Allows the app to read, update and delete identities that are associated with a user's account that the signed-in user has access to. This controls the identities users can sign-in with.",Yes,Yes,no
User.Read,-,e1fe6dd8-ba31-4d61-89e7-88639da4683d,-,Sign in and read user profile,-,"Allows users to sign-in to the app, and allows the app to read the profile of signed-in users. It also allows the app to read basic company information of signed-in users.",-,No,no
User.Read.All,df021288-bdef-4463-88db-98f22de89214,a154be20-db9c-4678-8ab7-66f6cc099a59,Read all users' full profiles,Read all users' full profiles,Allows the app to read user profiles without a signed in user.,"Allows the app to read the full set of profile properties, reports, and managers of other users in your organization, on behalf of the signed-in user.",Yes,Yes,no
User.ReadBasic.All,97235f07-e226-4f63-ace3-39588e11d3a1,b340eb25-3456-403f-be2f-af7a0d370277,Read all users' basic profiles,Read all users' basic profiles,"Allows the app to read a basic set of profile properties of other users in your organization without a signed-in user. Includes display name, first and last name, email address, open extensions, and photo.","Allows the app to read a basic set of profile properties of other users in your organization on behalf of the signed-in user. This includes display name, first and last name, email address and photo.",Yes,No,no
User.ReadWrite,-,b4e74841-8e56-480b-be8b-910348b18b4c,-,Read and write access to user profile,-,Allows the app to read your profile. It also allows the app to update your profile information on your behalf.,-,No,no
User.ReadWrite.All,741f803b-c850-494e-b5df-cde7c675a1ca,204e0828-b5ca-4ad8-b9f3-f32a958e7cc4,Read and write all users' full profiles,Read and write all users' full profiles,Allows the app to read and update user profiles without a signed in user.,"Allows the app to read and write the full set of profile properties, reports, and managers of other users in your organization, on behalf of the signed-in user.",Yes,Yes,yes
User.RevokeSessions.All,77f3a031-c388-4f99-b373-dc68676a979e,fc30e98b-8810-4501-81f5-c20a3196387b,Revoke all sign in sessions for a user,Revoke all sign in sessions for a user,"Allow the app to revoke all sign in sessions for a user, without a signed-in user.","Allow the app to revoke all sign in sessions for a user, on behalf of a signed-in user.",Yes,Yes,no
UserActivity.ReadWrite.CreatedByApp,-,47607519-5fb1-47d9-99c7-da4b48f369b1,-,Read and write app activity to users' activity feed,-,Allows the app to read and report the signed-in user's activity in the app.,-,No,no
UserAuthenticationMethod.Read,-,1f6b61c5-2f65-4135-9c9f-31c0f8d32b52,-,Read user authentication methods.,-,"Allows the app to read the signed-in user's authentication methods, including phone numbers and Authenticator app settings. This does not allow the app to see secret information like the signed-in user's passwords, or to sign-in  or otherwise use the signed-in user's authentication methods.",-,Yes,no
UserAuthenticationMethod.Read.All,38d9df27-64da-44fd-b7c5-a6fbac20248f,aec28ec7-4d02-4e8c-b864-50163aea77eb,Read all users' authentication methods,Read all users' authentication methods,"Allows the app to read authentication methods of all users in your organization, without a signed-in user. Authentication methods include things like a user's phone numbers and Authenticator app settings. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods.","Allows the app to read authentication methods of all users in your organization that the signed-in user has access to. Authentication methods include things like a user's phone numbers and Authenticator app settings. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods.",Yes,Yes,no
UserAuthenticationMethod.ReadWrite,-,48971fc1-70d7-4245-af77-0beb29b53ee2,-,Read and write user authentication methods,-,"Allows the app to read and write the signed-in user's authentication methods, including phone numbers and Authenticator app settings.                       This does not allow the app to see secret information like the signed-in user's passwords, or                      to sign-in or otherwise use the signed-in user's authentication methods.",-,Yes,no
UserAuthenticationMethod.ReadWrite.All,50483e42-d915-4231-9639-7fdb7fd190e5,b7887744-6746-4312-813d-72daeaee7e2d,Read and write all users' authentication methods,Read and write all users' authentication methods.,"Allows the application to read and write authentication methods of all users in your organization, without a signed-in user.                       Authentication methods include things like a user's phone numbers and Authenticator app settings. This                      does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods","Allows the app to read and write authentication methods of all users in your organization that the signed-in user has access to.                       Authentication methods include things like a user's phone numbers and Authenticator app settings. This                      does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods.",Yes,Yes,no
UserNotification.ReadWrite.CreatedByApp,4e774092-a092-48d1-90bd-baad67c7eb47,26e2f3e8-b2a1-47fc-9620-89bb5b042024,Deliver and manage all user's notifications,Deliver and manage user's notifications,"Allows the app to send, read, update and delete user's notifications, without a signed-in user.","Allows the app to send, read, update and delete user's notifications.",Yes,No,no
UserShiftPreferences.Read.All,de023814-96df-4f53-9376-1e2891ef5a18,-,Read all user shift preferences,-,Allows the app to read all users' shift schedule preferences without a signed-in user.,-,Yes,-,no
UserShiftPreferences.ReadWrite.All,d1eec298-80f3-49b0-9efb-d90e224798ac,-,Read and write all user shift preferences,-,Allows the app to manage all users' shift schedule preferences without a signed-in user.,-,Yes,-,no
UserTeamwork.Read,-,834bcc1c-762f-41b0-bb91-1cdc323ee4bf,-,Read user teamwork settings,-,Allows the app to read the teamwork settings of the signed-in user.,-,Yes,no
UserTeamwork.Read.All,fbcd7ef1-df0d-4e05-bb28-93424a89c6df,-,Read all user teamwork settings,-,Allows the app to read all user teamwork settings without a signed-in user.,-,Yes,-,no
UserTimelineActivity.Write.CreatedByApp,-,367492fc-594d-4972-a9b5-0d58c622c91c,-,Write app activity to users' timeline,-,Allows the app to report the signed-in user's app activity information to Microsoft Timeline.,-,No,no
VirtualAppointment.Read,-,27470298-d3b8-4b9c-aad4-6334312a3eac,-,Read a user's virtual appointments,-,Allows an application to read virtual appointments for the signed-in user. Only an organizer or participant user can read their virtual appointments.,-,Yes,no
VirtualAppointment.Read.All,d4f67ec2-59b5-4bdc-b4af-d78f6f9c1954,-,"Read all virtual appointments for users, as authorized by online meetings application access policy",-,"Allows the application to read virtual appointments for all users, without a signed-in user. The app must also be authorized to access an individual user's data by the online meetings application access policy.",-,Yes,-,no
VirtualAppointment.ReadWrite,-,2ccc2926-a528-4b17-b8bb-860eed29d64c,-,Read and write a user's virtual appointments,-,Allows an application to read and write virtual appointments for the signed-in user. Only an organizer or participant user can read and write their virtual appointments.,-,Yes,no
VirtualAppointment.ReadWrite.All,bf46a256-f47d-448f-ab78-f226fff08d40,-,"Read-write all virtual appointments for users, as authorized by online meetings app access policy",-,"Allows the application to read and write virtual appointments for all users, without a signed-in user. The app must also be authorized to access an individual user's data by the online meetings application access policy.",-,Yes,-,no
VirtualAppointmentNotification.Send,97e45b36-1250-48e4-bd70-2df6dab7e94a,20d02fff-a0ef-49e7-a46e-019d4a6523b7,Send notification regarding virtual appointments as any user,Send notification regarding virtual appointments for the signed-in user,"Allows the application to send notification regarding virtual appointments as any user, without a signed-in user. The app must also be authorized to access an individual user's data by the online meetings application access policy.",Allows an application to send notifications for virtual appointments for the signed-in user.,Yes,Yes,no
VirtualEvent.Read,-,6b616635-ae58-433a-a918-8c45e4f304dc,-,Read your virtual events,-,Allows the app to read virtual events created by you,-,Yes,no
VirtualEvent.Read.All,1dccb351-c4e4-4e09-a8d1-7a9ecbf027cc,-,Read all users' virtual events,-,Allows the app to read all virtual events without a signed-in user.,-,Yes,-,no
VirtualEvent.ReadWrite,-,d38d189c-e29b-4344-8b3b-829bfa81380b,-,Read and write your virtual events,-,Allows the app to read and write virtual events for you,-,Yes,no
VirtualEventRegistration-Anon.ReadWrite.All,23211fc1-f9d1-4e8e-8e9e-08a5d0a109bb,-,Read and write anonymous users' virtual event registrations,-,"Allows the app to read and write anonymous users' virtual event registrations, without a signed-in user",-,Yes,-,no
WindowsUpdates.ReadWrite.All,7dd1be58-6e76-4401-bf8d-31d1e8180d5b,11776c0c-6138-4db3-a668-ee621bea2555,Read and write all Windows update deployment settings,Read and write all Windows update deployment settings,Allows the app to read and write all Windows update deployment settings for the organization without a signed-in user.,Allows the app to read and write all Windows update deployment settings for the organization on behalf of the signed-in user.,Yes,Yes,no
WorkforceIntegration.Read.All,-,f1ccd5a7-6383-466a-8db8-1a656f7d06fa,-,Read workforce integrations,-,"Allows the app to read workforce integrations, to synchronize data from Microsoft Teams Shifts, on behalf of the signed-in user.",-,Yes,no
